0x401000L CChildFrame::CreateObject
0x407d06L ?DockPane@CPane@@UAEHPAVCBasePane@@PBUtagRECT@@W4AFX_DOCK_METHOD@@@Z_0
0x407d0cL ?FloatPane@CPane@@UAEHVCRect@@W4AFX_DOCK_METHOD@@_N@Z_0
0x407d12L ?StretchPane@CMFCToolBar@@UAE?AVCSize@@HH@Z_0
0x407d18L ?AdjustLayout@CMFCToolBar@@UAEXXZ_0
0x407d1eL ?RecalcLayout@CPane@@UAEXXZ_0
0x407d24L ?CreateDefaultMiniframe@CPane@@UAEPAVCPaneFrameWnd@@VCRect@@@Z_0
0x407d2aL ?OnBeforeChangeParent@CMFCToolBar@@MAEXPAVCWnd@@H@Z_0
0x407d30L ?OnAfterChangeParent@CMFCBaseToolBar@@UAEXPAVCWnd@@@Z_0
0x407d36L ?ShowPane@CBasePane@@UAEXHHH@Z_0
0x407d3cL ?GetParentMiniFrame@CBasePane@@UBEPAVCPaneFrameWnd@@H@Z_0
0x407d42L ?LoadState@CMFCToolBar@@UAEHPB_WHI@Z_0
0x407d48L ?SaveState@CMFCToolBar@@UAEHPB_WHI@Z_0
0x407d4eL ?MoveWindow@CBasePane@@UAEPAXAAVCRect@@HPAX@Z_0
0x407d54L ?CopyState@CBasePane@@UAEXPAV1@@Z_0
0x407d5aL ?UndockPane@CPane@@UAEXH@Z_0
0x407d60L ?OnPaneContextMenu@CBasePane@@UAEXPAVCWnd@@VCPoint@@@Z_0
0x407d66L ?CreateEx@CBasePane@@UAEHKPB_W0KABUtagRECT@@PAVCWnd@@IKPAUCCreateContext@@@Z_0
0x407d6cL ?OnSetAccData@CMFCToolBar@@UAEHJ@Z_0
0x407d72L ?AccNotifyObjectFocusEvent@CMFCToolBar@@MAEXH@Z_0
0x407d78L ?DoPaint@CMFCToolBar@@MAEXPAVCDC@@@Z_0
0x407d7eL ?AdjustDockingLayout@CBasePane@@UAEXPAX@Z_0
0x407d84L ?GetAvailableExpandSize@CPane@@UBEHXZ_0
0x407d8aL ?GetAvailableStretchSize@CPane@@UBEHXZ_0
0x407d90L ?CopyState@CPane@@UAEXPAV1@@Z_0
0x407d96L ?GetPaneName@CPane@@UBEXAAV?$CStringT@_WV?$StrTraitMFC_DLL@_WV?$ChTraitsCRT@_W@ATL@@@@@ATL@@@Z_0
0x407d9cL ?SetActiveInGroup@CPane@@UAEXH@Z_0
0x407da2L ?PrepareToDock@CPane@@UAEXPAVCDockSite@@W4AFX_DOCK_METHOD@@@Z_0
0x407da8L ?DockByMouse@CPane@@UAEHPAVCBasePane@@@Z_0
0x407daeL ?CalcSize@CMFCToolBar@@UAE?AVCSize@@H@Z_0
0x407db4L ?MovePane@CPane@@UAE?AVCSize@@VCRect@@HAAPAX@Z_0
0x407dbaL ?StretchPaneDeferWndPos@CPane@@UAEHHAAPAX@Z_0
0x407dc0L ?IsChangeState@CPane@@UBE?AW4AFX_CS_STATUS@@HPAPAVCBasePane@@@Z_0
0x407dc6L ?SetDockState@CPane@@UAEXPAVCDockingManager@@@Z_0
0x407dccL ?OnProcessDblClk@CPane@@UAEXXZ_0
0x407dd2L ?OnBeforeFloat@CPane@@UAEHAAVCRect@@W4AFX_DOCK_METHOD@@@Z_0
0x407dd8L ?OnAfterFloat@CMFCToolBar@@MAEXXZ_0
0x407ddeL ?Create@CPane@@UAEHPB_WKABUtagRECT@@PAVCWnd@@IKPAUCCreateContext@@@Z_0
0x407de4L ?CreateEx@CPane@@UAEHKPB_WKABUtagRECT@@PAVCWnd@@IKPAUCCreateContext@@@Z_0
0x407deaL ?CalcAvailableSize@CPane@@UAE?AVCSize@@VCRect@@@Z_0
0x407df0L ?AdjustSizeImmediate@CPane@@UAEXH@Z_0
0x407df6L ?OnPressCloseButton@CPane@@UAEXXZ_0
0x407dfcL ?ConvertToTabbedDocument@CPane@@UAEXH@Z_0
0x407e02L ?OnContinueMoving@CPane@@MAEXXZ_0
0x407e08L ?OnBeforeDock@CPane@@MAEHPAPAVCBasePane@@PBUtagRECT@@W4AFX_DOCK_METHOD@@@Z_0
0x407e0eL ?OnAfterDock@CMFCToolBar@@MAEXPAVCBasePane@@PBUtagRECT@@W4AFX_DOCK_METHOD@@@Z_0
0x407e14L ?OnAfterStretch@CMFCBaseToolBar@@MAEXH@Z_0
0x407e1aL ?RemoveFromMiniframe@CPane@@MAEXPAVCWnd@@W4AFX_DOCK_METHOD@@@Z_0
0x407e20L ?SetDragMode@CPane@@MAEXH@Z_0
0x407e26L ?Dock@CPane@@MAEHPAVCBasePane@@PBUtagRECT@@W4AFX_DOCK_METHOD@@@Z_0
0x407e2cL ?EnterDragMode@CPane@@MAEXH@Z_0
0x407e32L ?OnRTLChanged@CPane@@MAEXH@Z_0
0x407e38L ?StoreRecentDockSiteInfo@CPane@@MAEXXZ_0
0x407e3eL ?CreateEx@CMFCToolBar@@UAEHPAVCWnd@@KKVCRect@@I@Z_0
0x407e44L ?ResetImages@CMFCToolBar@@UAEXXZ_0
0x407e4aL ?LoadBitmapEx@CMFCToolBar@@UAEHAAVCMFCToolBarInfo@@H@Z_0
0x407e50L ?LoadToolBarEx@CMFCToolBar@@UAEHIAAVCMFCToolBarInfo@@H@Z_0
0x407e56L ?SetButtons@CMFCToolBar@@UAEHPBIHH@Z_0
0x407e5cL ?InsertButton@CMFCToolBar@@MAEHPAVCMFCToolBarButton@@H@Z_0
0x407e62L ?InsertButton@CMFCToolBar@@UAEHABVCMFCToolBarButton@@H@Z_0
0x407e68L ?InsertSeparator@CMFCToolBar@@UAEHH@Z_0
0x407e6eL ?RemoveButton@CMFCToolBar@@UAEHH@Z_0
0x407e74L ?RemoveAllButtons@CMFCToolBar@@UAEXXZ_0
0x407e7aL ?Deactivate@CMFCToolBar@@UAEXXZ_0
0x407e80L ?RestoreFocus@CMFCToolBar@@UAEXXZ_0
0x407e86L ?GetItemRect@CMFCToolBar@@UBEXHPAUtagRECT@@@Z_0
0x407e8cL ?GetInvalidateItemRect@CMFCToolBar@@UBEXHPAUtagRECT@@@Z_0
0x407e92L ?SetButtonStyle@CMFCToolBar@@UAEXHI@Z_0
0x407e98L ?RemoveStateFromRegistry@CMFCToolBar@@UAEHPB_WHI@Z_0
0x407e9eL ?CanBeRestored@CMFCToolBar@@UBEHXZ_0
0x407ea4L ?RestoreOriginalstate@CMFCToolBar@@UAEHXZ_0
0x407eaaL ?HitTest@CMFCToolBar@@UAEHVCPoint@@@Z_0
0x407eb0L ?TranslateChar@CMFCToolBar@@UAEHI@Z_0
0x407eb6L ?PrevMenu@CMFCToolBar@@UAEHXZ_0
0x407ebcL ?NextMenu@CMFCToolBar@@UAEHXZ_0
0x407ec2L ?OnSetDefaultButtonText@CMFCToolBar@@UAEHPAVCMFCToolBarButton@@@Z_0
0x407ec8L ?OnGlobalFontsChanged@CMFCToolBar@@UAEXXZ_0
0x407eceL ?OnUserToolTip@CMFCToolBar@@UBEHPAVCMFCToolBarButton@@AAV?$CStringT@_WV?$StrTraitMFC_DLL@_WV?$ChTraitsCRT@_W@ATL@@@@@ATL@@@Z_0
0x407ed4L ?OnChangeHot@CMFCToolBar@@UAEXH@Z_0
0x407edaL ?OnChangeVisualManager@CMFCToolBar@@UAEXXZ_0
0x407ee0L ?CalcLayout@CMFCToolBar@@MAE?AVCSize@@KH@Z_0
0x407ee6L ?DrawButton@CMFCToolBar@@MAEHPAVCDC@@PAVCMFCToolBarButton@@PAVCMFCToolBarImages@@HH@Z_0
0x407eecL ?DrawDragCursor@CMFCToolBar@@MAEXPAVCDC@@@Z_0
0x407ef2L ?OnDrop@CMFCToolBar@@MAEHPAVCOleDataObject@@KVCPoint@@@Z_0
0x407ef8L ?OnDragEnter@CMFCToolBar@@MAEKPAVCOleDataObject@@KVCPoint@@@Z_0
0x407efeL ?OnDragLeave@CMFCToolBar@@MAEXXZ_0
0x407f04L ?OnDragOver@CMFCToolBar@@MAEKPAVCOleDataObject@@KVCPoint@@@Z_0
0x407f0aL ?NotifyControlCommand@CMFCToolBar@@MAEHPAVCMFCToolBarButton@@HHIJ@Z_0
0x407f10L ?FindDropIndex@CMFCToolBar@@MBEHVCPoint@@AAVCRect@@@Z_0
0x407f16L ?AdjustLocations@CMFCToolBar@@MAEXXZ_0
0x407f1cL ?DrawSeparator@CMFCToolBar@@MAEXPAVCDC@@ABVCRect@@H@Z_0
0x407f22L ?CreateDroppedButton@CMFCToolBar@@MAEPAVCMFCToolBarButton@@PAVCOleDataObject@@@Z_0
0x407f28L ?OnCustomizeMode@CMFCToolBar@@MAEXH@Z_0
0x407f2eL ?EnableContextMenuItems@CMFCToolBar@@MAEHPAVCMFCToolBarButton@@PAVCMenu@@@Z_0
0x407f34L ?OnCalcSeparatorRect@CMFCToolBar@@MAEXPAVCMFCToolBarButton@@AAVCRect@@H@Z_0
0x407f3aL ?AddRemoveSeparator@CMFCToolBar@@MAEXPBVCMFCToolBarButton@@ABVCPoint@@1@Z_0
0x407f40L ?ShowCommandMessageString@CMFCToolBar@@MAEXI@Z_0
0x407f46L ?CalcMaxButtonHeight@CMFCToolBar@@MAEHXZ_0
0x407f4cL ?OnAfterButtonDelete@CMFCToolBar@@MAEXXZ_0
0x407f52L ?SaveOriginalState@CMFCToolBar@@MAEXAAVCSettingsStore@@@Z_0
0x407f58L ?LoadLastOriginalState@CMFCToolBar@@MAEHAAVCSettingsStore@@@Z_0
0x407f5eL ?SmartUpdate@CMFCToolBar@@MAEHABVCObList@@@Z_0
0x407f64L ?GetRuntimeClass@CDockablePane@@UBEPAUCRuntimeClass@@XZ_0
0x407f6aL ?Serialize@CDockablePane@@UAEXAAVCArchive@@@Z_0
0x407f70L ?OnCommand@CWnd@@MAEHIJ@Z_0
0x407f76L ?IsDocked@CDockablePane@@UBEHXZ_0
0x407f7cL ?IsVisible@CDockablePane@@UBEHXZ_0
0x407f82L ?IsInFloatingMultiPaneFrameWnd@CDockablePane@@UBEHXZ_0
0x407f88L ?GetCaptionHeight@CDockablePane@@UBEHXZ_0
0x407f8eL ?GetDockingMode@CBasePane@@UBE?AW4AFX_DOCK_TYPE@@XZ_0
0x407f94L ?CanAutoHide@CDockablePane@@UBEHXZ_0
0x407f9aL ?EnableGripper@CDockablePane@@UAEXH@Z_0
0x407fa0L ?DockToFrameWindow@CDockablePane@@UAEHKPBUtagRECT@@KPAVCBasePane@@HH@Z_0
0x407fa6L ?OnBeforeChangeParent@CDockablePane@@UAEXPAVCWnd@@H@Z_0
0x407facL ?OnAfterChangeParent@CDockablePane@@UAEXPAVCWnd@@@Z_0
0x407fb2L ?ShowPane@CDockablePane@@UAEXHHH@Z_0
0x407fb8L ?LoadState@CDockablePane@@UAEHPB_WHI@Z_0
0x407fbeL ?SaveState@CDockablePane@@UAEHPB_WHI@Z_0
0x407fc4L ?UndockPane@CDockablePane@@UAEXH@Z_0
0x407fcaL ?OnUpdateCmdUI@CDockablePane@@UAEXPAVCFrameWnd@@H@Z_0
0x407fd0L ?OnSetAccData@CBasePane@@UAEHJ@Z_0
0x407fd6L ?CalcFixedLayout@CDockablePane@@UAE?AVCSize@@HH@Z_0
0x407fdcL ?DoPaint@CBasePane@@MAEXPAVCDC@@@Z_0
0x407fe2L ?DockPaneStandard@CDockablePane@@UAEPAVCPane@@AAH@Z_0
0x407fe8L ?IsChangeState@CDockablePane@@UBE?AW4AFX_CS_STATUS@@HPAPAVCBasePane@@@Z_0
0x407feeL ?OnBeforeFloat@CDockablePane@@UAEHAAVCRect@@W4AFX_DOCK_METHOD@@@Z_0
0x407ff4L ?OnAfterFloat@CPane@@UAEXXZ_0
0x407ffaL ?ToggleAutoHide@CDockablePane@@UAEXXZ_0
0x408000L ?OnPressCloseButton@CDockablePane@@MAEXXZ_0
0x408006L ?ConvertToTabbedDocument@CDockablePane@@UAEXH@Z_0
0x40800cL ?OnShowControlBarMenu@CPane@@UAEHVCPoint@@@Z_0
0x408012L ?OnDrawDragRect@CDockablePane@@MAEXPBUtagRECT@@0@Z_0
0x408018L ?OnAfterDock@CDockablePane@@MAEXPAVCBasePane@@PBUtagRECT@@W4AFX_DOCK_METHOD@@@Z_0
0x40801eL ?Dock@CDockablePane@@MAEHPAVCBasePane@@PBUtagRECT@@W4AFX_DOCK_METHOD@@@Z_0
0x408024L ?EnterDragMode@CDockablePane@@MAEXH@Z_0
0x40802aL ?StoreRecentDockSiteInfo@CDockablePane@@MAEXXZ_0
0x408030L ?Create@CDockablePane@@UAEHPB_WPAVCWnd@@VCSize@@HIKKK@Z_0
0x408036L ?Create@CDockablePane@@UAEHPB_WPAVCWnd@@ABUtagRECT@@HIKKKPAUCCreateContext@@@Z_0
0x40803cL ?CreateEx@CDockablePane@@UAEHKPB_WPAVCWnd@@ABUtagRECT@@HIKKKPAUCCreateContext@@@Z_0
0x408042L ?HitTest@CDockablePane@@UAEHVCPoint@@H@Z_0
0x408048L ?CanAcceptMiniFrame@CDockablePane@@UBEHPAVCPaneFrameWnd@@@Z_0
0x40804eL ?Slide@CDockablePane@@UAEXHH@Z_0
0x408054L ?GetDockingStatus@CDockablePane@@UAE?AW4AFX_CS_STATUS@@VCPoint@@H@Z_0
0x40805aL ?AttachToTabWnd@CDockablePane@@UAEPAV1@PAV1@W4AFX_DOCK_METHOD@@HPAPAV1@@Z_0
0x408060L ?CreateTabbedPane@CDockablePane@@UAEPAVCTabbedPane@@XZ_0
0x408066L ?DockToWindow@CDockablePane@@UAEHPAV1@KPBUtagRECT@@@Z_0
0x40806cL ?DockPaneContainer@CDockablePane@@UAEHAAVCPaneContainerManager@@KW4AFX_DOCK_METHOD@@@Z_0
0x408072L ?UnSetAutoHideMode@CDockablePane@@UAEXPAV1@@Z_0
0x408078L ?SetAutoHideMode@CDockablePane@@UAEPAVCMFCAutoHideBar@@HKPAV2@H@Z_0
0x40807eL ?CopyState@CDockablePane@@UAEXPAV1@@Z_0
0x408084L ?StoreRecentTabRelatedInfo@CDockablePane@@MAEXXZ_0
0x40808aL ?DrawCaption@CDockablePane@@MAEXPAVCDC@@VCRect@@@Z_0
0x408090L ?AdjustPaneToPaneContainer@CDockablePane@@MAEXPAVCPaneDivider@@@Z_0
0x408096L ?OnTrackCaptionButtons@CDockablePane@@MAEXVCPoint@@@Z_0
0x40809cL ?StopCaptionButtonsTracking@CDockablePane@@MAEXXZ_0
0x4080a2L ?SetCaptionButtons@CDockablePane@@MAEXXZ_0
0x4080a8L ?CheckAutoHideCondition@CDockablePane@@MAEHXZ_0
0x4080aeL ?CheckStopSlideCondition@CDockablePane@@MAEHH@Z_0
0x4080b4L ?OnSlide@CDockablePane@@MAEXH@Z_0
0x4080baL ?Serialize@CMFCToolBarMenuButton@@UAEXAAVCArchive@@@Z_0
0x4080c0L ?PrepareDrag@CMFCToolBarButton@@UAEHAAVCOleDataSource@@@Z_0
0x4080c6L ?CopyFrom@CMFCToolBarMenuButton@@UAEXABVCMFCToolBarButton@@@Z_0
0x4080ccL ?OnCalculateSize@CMFCToolBarMenuButton@@UAE?AUtagSIZE@@PAVCDC@@ABVCSize@@H@Z_0
0x4080d2L ?OnClick@CMFCToolBarMenuButton@@UAEHPAVCWnd@@H@Z_0
0x4080d8L ?OnChangeParentWnd@CMFCToolBarMenuButton@@UAEXPAVCWnd@@@Z_0
0x4080deL ?ExportToMenuButton@CMFCToolBarButton@@UBEHAAVCMFCToolBarMenuButton@@@Z_0
0x4080e4L ?OnCancelMode@CMFCToolBarMenuButton@@UAEXXZ_0
0x4080eaL ?OnDrawOnCustomizeList@CMFCToolBarMenuButton@@UAEHPAVCDC@@ABVCRect@@H@Z_0
0x4080f0L ?OnBeforeDrag@CMFCToolBarMenuButton@@UBEHXZ_0
0x4080f6L ?OnToolHitTest@CMFCToolBarButton@@UAEHPBVCWnd@@PAUtagTOOLINFOW@@@Z_0
0x4080fcL ?SaveBarState@CMFCToolBarMenuButton@@UAEXXZ_0
0x408102L ?ResetImageToDefault@CMFCToolBarMenuButton@@UAEXXZ_0
0x408108L ?CompareWith@CMFCToolBarMenuButton@@UBEHABVCMFCToolBarButton@@@Z_0
0x40810eL ?IsFirstInGroup@CMFCToolBarButton@@UBEHXZ_0
0x408114L ?IsLastInGroup@CMFCToolBarButton@@UBEHXZ_0
0x40811aL ?SetACCData@CMFCToolBarMenuButton@@UAEHPAVCWnd@@AAVCAccessibilityData@@@Z_0
0x408120L ?SetRadio@CMFCToolBarMenuButton@@UAEXXZ_0
0x408126L ?OpenPopupMenu@CMFCToolBarMenuButton@@UAEHPAVCWnd@@@Z_0
0x40812cL ?CreateFromMenu@CMFCToolBarMenuButton@@UAEXPAUHMENU__@@@Z_0
0x408132L ?CreateMenu@CMFCToolBarMenuButton@@UBEPAUHMENU__@@XZ_0
0x408138L ?SetTearOff@CMFCToolBarMenuButton@@UAEXI@Z_0
0x40813eL ?GetThisMessageMap@CMDIFrameWndEx@@KGPBUAFX_MSGMAP@@XZ_0
0x408144L ?GetRuntimeClass@CObject@@UBEPAUCRuntimeClass@@XZ_0
0x40814aL ?OnCmdMsg@CMDIFrameWndEx@@UAEHIHPAXPAUAFX_CMDHANDLERINFO@@@Z_0
0x408150L ?WinHelpW@CMDIFrameWndEx@@UAEXKI@Z_0
0x408156L ?HtmlHelpW@CMDIFrameWndEx@@MAEXKI@Z_0
0x40815cL ?OnCommand@CMDIFrameWndEx@@MAEHIJ@Z_0
0x408162L ?PreTranslateMessage@CMDIFrameWndEx@@UAEHPAUtagMSG@@@Z_0
0x408168L ?DefWindowProcW@CMDIFrameWnd@@MAEJIIJ@Z_0
0x40816eL ?GetActiveFrame@CMDIFrameWnd@@UAEPAVCFrameWnd@@XZ_0
0x408174L ?RecalcLayout@CMDIFrameWndEx@@UAEXH@Z_0
0x40817aL ?ActivateFrame@CFrameWnd@@UAEXH@Z_0
0x408180L ?SetMenuBarVisibility@CMDIFrameWnd@@UAEXK@Z_0
0x408186L ?SetMenuBarState@CMDIFrameWnd@@UAEHK@Z_0
0x40818cL ?OnSetPreviewMode@CMDIFrameWndEx@@UAEXHPAUCPrintPreviewState@@@Z_0
0x408192L ?GetMessageBar@CFrameWnd@@UAEPAVCWnd@@XZ_0
0x408198L ?NegotiateBorderSpace@CMDIFrameWndEx@@UAEHIPAUtagRECT@@@Z_0
0x40819eL ?OnCreateClient@CMDIFrameWndEx@@MAEHPAUtagCREATESTRUCTW@@PAUCCreateContext@@@Z_0
0x4081a4L ?OnUpdateFrameTitle@CMDIFrameWnd@@UAEXH@Z_0
0x4081aaL ?OnUpdateFrameMenu@CMDIFrameWndEx@@UAEXPAUHMENU__@@@Z_0
0x4081b0L ?DelayUpdateFrameMenu@CMDIFrameWnd@@UAEXPAUHMENU__@@@Z_0
0x4081b6L ?CreateClient@CMDIFrameWnd@@UAEHPAUtagCREATESTRUCTW@@PAVCMenu@@@Z_0
0x4081bcL ?GetWindowMenuPopup@CMDIFrameWndEx@@MAEPAUHMENU__@@PAU2@@Z_0
0x4081c2L ?AdjustDockingLayout@CMDIFrameWndEx@@UAEXPAX@Z_0
0x4081c8L ?OnMoveMiniFrame@CMDIFrameWndEx@@UAEHPAVCWnd@@@Z_0
0x4081ceL ?OnShowMDITabContextMenu@CMDIFrameWndEx@@UAEHVCPoint@@KH@Z_0
0x4081d4L ?ControlBarToTabbedDocument@CMDIFrameWndEx@@UAEPAVCMDIChildWndEx@@PAVCDockablePane@@@Z_0
0x4081daL ?TabbedDocumentToControlBar@CMDIFrameWndEx@@UAEHPAVCMDIChildWndEx@@@Z_0
0x4081e0L ?OnSetMenu@CMDIFrameWndEx@@MAEHPAUHMENU__@@@Z_0
0x4081e6L ?OnShowPopupMenu@CMDIFrameWndEx@@UAEHPAVCMFCPopupMenu@@@Z_0
0x4081ecL ?OnClosePopupMenu@CMDIFrameWndEx@@UAEXPAVCMFCPopupMenu@@@Z_0
0x4081f2L ?OnDrawMenuImage@CMDIFrameWndEx@@UAEHPAVCDC@@PBVCMFCToolBarMenuButton@@ABVCRect@@@Z_0
0x4081f8L ?OnShowPanes@CMDIFrameWndEx@@UAEHH@Z_0
0x4081feL ?AdjustClientArea@CMDIFrameWndEx@@UAEXXZ_0
0x408204L ?LoadMDIState@CMDIFrameWndEx@@UAEHPB_W@Z_0
0x40820aL ?SaveMDIState@CMDIFrameWndEx@@UAEHPB_W@Z_0
0x408210L ?CreateDocumentWindow@CMDIFrameWndEx@@UAEPAVCMDIChildWndEx@@PB_WPAVCObject@@@Z_0
0x408216L ?CreateNewWindow@CMDIFrameWndEx@@UAEPAVCMDIChildWndEx@@PB_WPAVCObject@@@Z_0
0x40821cL ?GetInPlaceActiveItem@CMDIFrameWndEx@@MAEPAVCOleClientItem@@XZ_0
0x408222L ?OnFileNew@CWinApp@@IAEXXZ_0
0x408228L ?OnFilePrintSetup@CWinApp@@IAEXXZ_0
0x40822eL ?GetThisMessageMap@CWinApp@@KGPBUAFX_MSGMAP@@XZ_0
0x408234L ?GetRuntimeClass@CBrush@@UBEPAUCRuntimeClass@@XZ_0
0x40823aL ?GetThisMessageMap@CDialogEx@@KGPBUAFX_MSGMAP@@XZ_0
0x408240L ?DoModal@CDialog@@UAEHXZ_0
0x408246L ?GetRuntimeClass@CWinAppEx@@UBEPAUCRuntimeClass@@XZ_0
0x40824cL ?OnFinalRelease@CCmdTarget@@UAEXXZ_0
0x408252L ?GetInterfaceMap@CCmdTarget@@MBEPBUAFX_INTERFACEMAP@@XZ_0
0x408258L ?Run@CWinApp@@UAEHXZ_0
0x40825eL ?PreTranslateMessage@CWinThread@@UAEHPAUtagMSG@@@Z_0
0x408264L ?PumpMessage@CWinThread@@UAEHXZ_0
0x40826aL ?OnIdle@CWinApp@@UAEHJ@Z_0
0x408270L ?IsIdleMessage@CWinThread@@UAEHPAUtagMSG@@@Z_0
0x408276L ?ProcessWndProcException@CWinApp@@UAEJPAVCException@@PBUtagMSG@@@Z_0
0x40827cL ?ProcessMessageFilter@CWinThread@@UAEHHPAUtagMSG@@@Z_0
0x408282L ?GetMainWnd@CWinThread@@UAEPAVCWnd@@XZ_0
0x408288L ?Delete@CWinThread@@UAEXXZ_0
0x40828eL ?GetProfileIntW@CWinApp@@UAEIPB_W0H@Z_0
0x408294L ?WriteProfileInt@CWinApp@@UAEHPB_W0H@Z_0
0x40829aL ?GetProfileStringW@CWinApp@@UAE?AV?$CStringT@_WV?$StrTraitMFC_DLL@_WV?$ChTraitsCRT@_W@ATL@@@@@ATL@@PB_W00@Z_0
0x4082a0L ?WriteProfileStringW@CWinApp@@UAEHPB_W00@Z_0
0x4082a6L ?GetProfileBinary@CWinApp@@UAEHPB_W0PAPAEPAI@Z_0
0x4082acL ?WriteProfileBinary@CWinApp@@UAEHPB_W0PAEI@Z_0
0x4082b2L ?InitLibId@CWinApp@@UAEXXZ_0
0x4082b8L ?Register@CWinApp@@UAEHXZ_0
0x4082beL ?Unregister@CWinApp@@UAEHXZ_0
0x4082c4L ?OpenDocumentFile@CWinApp@@UAEPAVCDocument@@PB_WH@Z_0
0x4082caL ?OpenDocumentFile@CWinApp@@UAEPAVCDocument@@PB_W@Z_0
0x4082d0L ?AddToRecentFileList@CWinApp@@UAEXPB_W@Z_0
0x4082d6L ?InitApplication@CWinApp@@UAEHXZ_0
0x4082dcL ?SaveAllModified@CWinApp@@UAEHXZ_0
0x4082e2L ?DoMessageBox@CWinApp@@UAEHPB_WII@Z_0
0x4082e8L ?DoWaitCursor@CWinApp@@UAEXH@Z_0
0x4082eeL ?OnDDECommand@CWinApp@@UAEHPA_W@Z_0
0x4082f4L ?WinHelpW@CWinApp@@UAEXKI@Z_0
0x4082faL ?HtmlHelpW@CWinApp@@UAEXKI@Z_0
0x408300L ?WinHelpInternal@CWinApp@@UAEXKI@Z_0
0x408306L ?RegisterWithRestartManager@CWinApp@@UAEJPB_WKP6GKPAX@Z1KK@Z_0
0x40830cL ?RegisterWithRestartManager@CWinApp@@UAEJHABV?$CStringT@_WV?$StrTraitMFC_DLL@_WV?$ChTraitsCRT@_W@ATL@@@@@ATL@@@Z_0
0x408312L ?ApplicationRecoveryCallback@CWinApp@@UAEKPAX@Z_0
0x408318L ?GetDataRecoveryHandler@CWinApp@@UAEPAVCDataRecoveryHandler@@XZ_0
0x40831eL ?IsTaskbarInteractionEnabled@CWinApp@@UAEHXZ_0
0x408324L ?RestartInstance@CWinApp@@UAEHXZ_0
0x40832aL ?LoadAppLangResourceDLL@CWinApp@@UAEPAUHINSTANCE__@@XZ_0
0x408330L ?LoadSysPolicies@CWinApp@@UAEHXZ_0
0x408336L ?LoadState@CWinAppEx@@UAEHPB_WPAVCFrameImpl@@@Z_0
0x40833cL ?CleanState@CWinAppEx@@UAEHPB_W@Z_0
0x408342L ?SaveState@CWinAppEx@@UAEHPB_WPAVCFrameImpl@@@Z_0
0x408348L ?OnViewDoubleClick@CWinAppEx@@UAEHPAVCWnd@@H@Z_0
0x40834eL ?ShowPopupMenu@CWinAppEx@@UAEHIABVCPoint@@PAVCWnd@@@Z_0
0x408354L ?OnAppContextHelp@CWinAppEx@@UAEXPAVCWnd@@QBK@Z_0
0x40835aL ?OnClosingMainFrame@CWinAppEx@@MAEXPAVCFrameImpl@@@Z_0
0x408360L ?LoadWindowPlacement@CWinAppEx@@MAEHAAVCRect@@AAH1@Z_0
0x408366L ?StoreWindowPlacement@CWinAppEx@@MAEHABVCRect@@HH@Z_0
0x40836cL ?ReloadWindowPlacement@CWinAppEx@@MAEHPAVCFrameWnd@@@Z_0
0x408372L ?GetRuntimeClass@CDialogEx@@UBEPAUCRuntimeClass@@XZ_0
0x408378L ?OnCmdMsg@CDialog@@UAEHIHPAXPAUAFX_CMDHANDLERINFO@@@Z_0
0x40837eL ?OnCommand@CDialogEx@@MAEHIJ@Z_0
0x408384L ?PreTranslateMessage@CDialogEx@@UAEHPAUtagMSG@@@Z_0
0x40838aL ?CheckAutoCenter@CDialog@@UAEHXZ_0
0x408390L ?SetOccDialogInfo@CDialog@@MAEHPAU_AFX_OCC_DIALOG_INFO@@@Z_0
0x408396L ?GetOccDialogInfo@CDialog@@MAEPAU_AFX_OCC_DIALOG_INFO@@XZ_0
0x40839cL ?Create@CDialog@@UAEHPB_WPAVCWnd@@@Z_0
0x4083a2L ?CreateIndirect@CDialog@@UAEHPAXPAVCWnd@@@Z_0
0x4083a8L ?CreateIndirect@CDialog@@UAEHPBUDLGTEMPLATE@@PAVCWnd@@PAX@Z_0
0x4083aeL ?OnInitDialog@CDialog@@UAEHXZ_0
0x4083b4L ?OnSetFont@CDialog@@UAEXPAVCFont@@@Z_0
0x4083baL ?OnOK@CDialog@@MAEXXZ_0
0x4083c0L ?OnCancel@CDialog@@MAEXXZ_0
0x4083c6L ?PreInitDialog@CDialog@@MAEXXZ_0
0x4083ccL ?GetThisMessageMap@CDocument@@KGPBUAFX_MSGMAP@@XZ_0
0x4083d2L ?OnCmdMsg@CDocument@@UAEHIHPAXPAUAFX_CMDHANDLERINFO@@@Z_0
0x4083d8L ?OnFinalRelease@CDocument@@UAEXXZ_0
0x4083deL ?GetInterfaceMap@CDocument@@MBEPBUAFX_INTERFACEMAP@@XZ_0
0x4083e4L ?FindChunk@CDocument@@UAEPAU__POSITION@@ABU_GUID@@K@Z_0
0x4083eaL ?RemoveChunk@CDocument@@UAEXABU_GUID@@K@Z_0
0x4083f0L ?ReadNextChunkValue@CDocument@@UAEHPAPAUIFilterChunkValue@ATL@@@Z_0
0x4083f6L ?SetChunkValue@CDocument@@UAEHPAUIFilterChunkValue@ATL@@@Z_0
0x4083fcL ?ClearChunkList@CDocument@@UAEXXZ_0
0x408402L ?GetThumbnail@CDocument@@UAEHIPAPAUHBITMAP__@@PAW4WTS_ALPHATYPE@@@Z_0
0x408408L ?BeginReadChunks@CDocument@@UAEXXZ_0
